date,customer_id,item_id,quantity,selling_price,other_discount,coupon_discount
2012-01-02,464,24651,1,28.14,-3.56,0.0
2012-01-02,464,25234,1,89.05,-38.83,-35.62
2012-01-02,464,25971,1,14.25,-13.89,0.0
2012-01-02,464,26125,1,44.52,-19.23,0.0
2012-01-02,464,26184,2,26.36,-22.8,0.0
2012-01-02,464,26787,1,71.24,-10.33,0.0
2012-01-02,464,26830,1,35.26,-10.69,0.0
2012-01-02,464,28739,2,134.64,0.0,-35.62
2012-01-02,464,29667,1,99.38,-42.74,0.0
2012-01-02,464,30275,1,67.32,0.0,0.0
2012-01-02,464,30518,2,70.53,-21.37,0.0
2012-01-02,464,30979,4,178.1,-34.2,0.0
2012-01-02,464,31215,1,71.24,-45.95,0.0
2012-01-02,464,31267,1,44.52,-19.23,0.0
2012-01-02,464,32240,1,17.81,-17.45,0.0
2012-01-02,464,33284,1,89.05,-35.26,0.0
2012-01-02,464,33761,1,355.84,-24.93,0.0
2012-01-02,464,34783,2,49.16,0.0,0.0
2012-01-02,464,36459,1,114.34,-56.28,0.0
2012-01-02,464,36464,1,42.39,-7.12,0.0
2012-01-02,464,37035,2,49.16,-14.25,0.0
2012-01-02,464,45277,1,71.24,-53.07,-35.62
2012-01-02,464,46639,1,177.74,-53.43,0.0
2012-01-02,464,49216,2,42.39,-42.39,0.0
2012-01-02,464,49399,1,106.5,-42.74,0.0
2012-01-02,464,51951,1,120.75,-14.25,0.0
2012-01-02,464,51977,1,160.29,-17.45,0.0
2012-01-02,464,52051,1,35.62,-13.89,0.0
2012-01-02,464,52079,1,35.62,-13.89,0.0
2012-01-02,464,52419,2,38.83,0.0,-21.02
2012-01-02,464,56035,1,71.24,-45.95,0.0
2012-01-02,464,56511,1,73.02,-17.45,-19.59
2012-01-02,464,58181,2,34.2,0.0,0.0
2012-01-02,464,58374,1,35.26,0.0,0.0
2012-01-03,1457,8583,2,336.25,0.0,0.0
2012-01-03,1457,10050,1,59.49,-36.33,0.0
2012-01-03,1457,11078,1,70.88,-21.37,0.0
2012-01-03,1457,16628,1,1045.09,0.0,0.0
2012-01-03,1457,18291,1,17.81,-17.45,0.0
2012-01-03,1457,18854,1,42.39,-7.12,0.0
2012-01-03,1457,26047,1,14.25,-13.89,0.0
2012-01-03,1457,26170,1,27.43,-18.52,0.0
2012-01-03,1457,26747,1,70.88,-14.25,0.0
2012-01-03,1457,27564,2,54.5,-35.62,-19.59
2012-01-03,1457,27921,1,42.39,0.0,0.0
2012-01-03,1457,28939,1,74.45,-3.56,0.0
2012-01-03,1457,31062,1,38.83,0.0,0.0
2012-01-03,1457,31176,1,106.5,-35.62,0.0
2012-01-03,1457,33013,1,131.44,0.0,0.0
2012-01-03,1457,33608,1,82.99,0.0,0.0
2012-01-03,1457,34307,2,49.16,-7.12,0.0
2012-01-03,1457,34991,1,113.63,0.0,0.0
2012-01-03,1457,52350,1,89.05,-81.57,0.0
2012-01-02,1191,5132,1,35.26,-17.81,0.0
2012-01-02,1191,8156,1,127.88,0.0,0.0
2012-01-02,1191,14619,2,74.8,0.0,0.0
2012-01-02,1191,14826,2,142.48,-34.91,0.0
2012-01-02,1191,15125,1,88.69,0.0,0.0
2012-01-02,1191,16183,1,177.74,-56.99,0.0
2012-01-02,1191,20273,2,163.14,-49.87,0.0
2012-01-02,1191,21215,5,71.24,-33.84,0.0
2012-01-02,1191,23978,1,44.52,-4.99,0.0
2012-01-02,1191,24344,1,70.88,-7.12,0.0
2012-01-02,1191,26036,1,89.05,-24.58,0.0
2012-01-02,1191,29920,2,213.01,0.0,0.0
2012-01-02,1191,30926,1,71.24,-10.33,0.0
2012-01-02,1191,33194,1,92.26,-7.12,0.0
2012-01-02,1191,33647,1,67.32,0.0,0.0
2012-01-02,1191,47133,1,70.88,0.0,0.0
2012-01-02,1191,47833,1,70.88,-17.81,0.0
2012-01-02,1191,48629,2,49.16,0.0,0.0
2012-01-02,1191,49578,1,248.98,-106.86,0.0
2012-01-02,1191,52722,1,106.5,0.0,0.0
2012-01-02,1191,52941,1,142.12,-7.12,0.0
2012-01-03,1191,9649,1,63.76,0.0,0.0
2012-01-03,1191,10367,1,21.02,0.0,0.0
2012-01-03,1191,29262,1,142.12,-32.06,0.0
2012-01-03,1191,30758,1,42.39,0.0,0.0
2012-01-03,1191,32171,1,70.88,0.0,0.0
2012-01-03,171,5226,2,426.73,0.0,0.0
2012-01-03,171,9229,2,88.69,-88.69,0.0
2012-01-03,171,16693,2,152.45,0.0,0.0
2012-01-03,171,17047,1,106.5,0.0,0.0
2012-01-03,171,21294,1,195.55,-17.81,0.0
2012-01-03,171,29650,1,85.13,0.0,0.0
2012-01-03,171,33960,1,124.31,0.0,0.0
2012-01-03,171,45983,1,284.6,0.0,0.0
2012-01-03,171,46690,1,783.28,0.0,0.0
2012-01-03,171,50749,1,59.49,-11.4,0.0
2012-01-03,171,51974,1,95.82,-10.69,0.0
2012-01-03,171,56015,1,85.13,-10.69,0.0
2012-01-03,464,4967,1,35.26,0.0,0.0
2012-01-03,464,13102,1,53.43,-17.45,0.0
2012-01-03,464,15363,1,78.01,0.0,0.0
2012-01-03,464,19310,1,17.81,0.0,0.0
2012-01-03,464,21657,1,142.12,0.0,0.0
2012-01-03,464,22755,1,53.43,0.0,0.0
2012-01-03,464,22939,4,212.3,0.0,0.0
2012-01-03,464,26605,1,53.43,-17.45,0.0
2012-01-03,464,30680,1,89.05,0.0,0.0
2012-01-03,464,32465,1,53.43,0.0,0.0
2012-01-03,464,33033,1,199.12,0.0,0.0
2012-01-03,464,33105,1,118.97,-23.15,0.0
2012-01-03,464,34896,1,92.26,0.0,0.0
2012-01-03,464,36049,1,53.43,0.0,0.0
2012-01-03,464,45830,1,45.95,0.0,0.0
2012-01-03,464,46092,1,38.83,0.0,0.0
2012-01-03,464,47121,1,67.32,0.0,0.0
2012-01-03,464,58608,1,70.88,0.0,0.0
2012-01-04,1014,6958,1,47.73,-8.9,0.0
2012-01-04,1014,5274,2,142.48,-141.77,0.0
2012-01-04,1014,5417,1,291.73,0.0,0.0
2012-01-04,1014,5985,3,105.79,0.0,0.0
2012-01-04,1014,15928,1,291.73,0.0,0.0
2012-01-04,1014,16207,2,178.1,-106.15,0.0
2012-01-04,1014,20294,1,211.94,0.0,0.0
2012-01-04,1014,21789,1,8.9,0.0,0.0
2012-01-04,1014,29230,1,71.24,-31.7,0.0
2012-01-04,1014,29378,1,89.05,-17.45,0.0
2012-01-04,1014,32991,1,59.49,-11.4,0.0
2012-01-04,1014,33997,1,89.05,-17.45,0.0
2012-01-04,1014,34479,1,71.24,-31.7,0.0
2012-01-04,1014,36099,2,142.48,-42.03,0.0
2012-01-04,1014,50409,1,45.95,0.0,0.0
2012-01-04,1497,19233,1,45.95,0.0,0.0
2012-01-04,1497,23126,2,106.86,-34.91,0.0
2012-01-04,1497,28979,2,127.52,0.0,0.0
2012-01-04,1497,47720,1,35.26,-17.81,0.0
2012-01-04,1497,49023,1,82.99,-59.13,0.0
2012-01-04,725,56558,1,82.99,-80.5,0.0
2012-01-04,138,16594,1,89.05,-17.45,0.0
2012-01-04,138,32321,1,141.41,-143.19,0.0
2012-01-04,138,48980,1,82.99,-59.13,0.0
2012-01-04,188,7700,1,45.95,-32.06,0.0
2012-01-04,188,22858,1,78.01,0.0,0.0
2012-01-04,188,23846,1,53.43,-24.58,0.0
2012-01-04,188,28883,1,49.51,0.0,0.0
2012-01-04,188,29883,1,88.69,0.0,0.0
2012-01-04,188,8587,1,99.38,0.0,0.0
2012-01-04,188,8901,1,124.31,0.0,0.0
2012-01-04,188,9281,1,17.81,0.0,0.0
2012-01-04,188,9535,1,89.05,-10.33,0.0
2012-01-04,188,9779,1,88.69,0.0,0.0
2012-01-04,188,10061,1,106.5,0.0,0.0
2012-01-04,188,12212,1,142.12,0.0,0.0
2012-01-04,188,12754,1,142.12,0.0,0.0
2012-01-04,188,13609,2,234.38,0.0,0.0
2012-01-04,188,14226,1,89.05,-35.26,0.0
2012-01-04,188,14426,1,99.38,0.0,0.0
2012-01-04,188,15255,1,42.39,-42.74,0.0
2012-01-04,188,15271,1,23.87,0.0,0.0
2012-01-04,188,15405,1,142.12,0.0,0.0
2012-01-04,188,15996,1,85.13,0.0,0.0
2012-01-04,188,17579,1,74.45,0.0,0.0
2012-01-04,188,18276,1,70.88,0.0,0.0
2012-01-04,188,20622,1,21.02,-3.56,0.0
2012-01-04,188,21323,2,42.39,-42.39,0.0
2012-01-04,188,21832,1,113.63,0.0,0.0
2012-01-04,188,24547,1,89.05,-67.32,0.0
2012-01-04,188,25872,2,142.48,-120.4,0.0
2012-01-04,188,26938,1,88.69,0.0,0.0
2012-01-04,188,28315,1,89.05,-35.26,0.0
2012-01-04,188,28490,2,284.25,0.0,0.0
2012-01-04,188,29841,1,35.26,-10.69,0.0
2012-01-04,188,31063,1,99.38,-35.62,0.0
2012-01-04,188,31620,2,106.15,0.0,0.0
2012-01-04,188,32285,1,71.24,-17.45,0.0
2012-01-04,188,32331,1,313.1,0.0,0.0
2012-01-04,188,32504,1,88.69,0.0,0.0
2012-01-04,188,32621,2,118.97,-51.29,0.0
2012-01-04,188,33840,1,53.07,0.0,0.0
2012-01-04,188,34047,1,88.69,0.0,0.0
2012-01-04,188,34404,2,127.52,0.0,0.0
2012-01-04,188,36487,2,142.48,-120.4,0.0
2012-01-04,188,36588,1,95.82,0.0,0.0
2012-01-04,188,37100,1,142.12,0.0,0.0
2012-01-04,188,45263,1,53.43,-17.45,0.0
2012-01-04,188,45502,1,82.99,-80.5,0.0
2012-01-04,188,47113,1,70.88,0.0,0.0
2012-01-04,188,52453,1,113.63,0.0,0.0
2012-01-04,188,53853,1,263.23,0.0,0.0
2012-01-04,188,57956,1,81.57,0.0,0.0
2012-01-04,188,58492,1,70.88,0.0,0.0
2012-01-04,188,59133,1,142.12,0.0,0.0
2012-01-04,188,10065,2,70.53,0.0,0.0
2012-01-04,188,31317,1,53.07,0.0,0.0
2012-01-04,188,32575,1,89.05,0.0,0.0
2012-01-04,188,36794,1,102.94,0.0,0.0
2012-01-04,188,50457,1,70.88,0.0,0.0
2012-01-04,188,53893,1,71.24,-24.58,0.0
2012-01-04,188,56795,10,245.78,0.0,0.0
2012-01-04,188,59517,1,17.81,0.0,0.0
2012-01-04,188,13838,1,159.93,0.0,0.0
2012-01-04,188,20897,1,37.4,-22.8,0.0
2012-01-04,188,23213,3,105.79,0.0,0.0
2012-01-04,188,24359,1,71.24,-21.02,0.0
2012-01-04,188,26214,1,59.49,-47.02,0.0
2012-01-04,188,31371,1,114.34,-56.28,0.0
2012-01-04,188,32224,1,89.05,-53.07,0.0
2012-01-04,188,32618,1,28.14,-3.56,0.0
2012-01-04,188,33940,1,124.31,0.0,0.0
2012-01-04,188,34727,1,92.26,-21.37,0.0
2012-01-04,188,45986,1,71.24,-60.2,0.0
2012-01-04,188,46154,2,28.5,-13.54,0.0
2012-01-04,188,46201,1,14.25,-6.77,0.0
2012-01-04,188,46305,2,28.5,-13.54,0.0
2012-01-04,188,56177,1,89.05,-10.33,0.0
2012-01-04,188,6423,1,113.63,0.0,0.0
2012-01-04,188,14360,1,17.81,-10.33,0.0
2012-01-04,188,23246,1,17.81,-10.33,0.0
2012-01-04,188,31738,2,70.53,-7.12,0.0
2012-01-04,1467,7489,1,320.22,0.0,0.0
2012-01-04,1467,9561,1,47.73,-8.9,0.0
2012-01-04,1467,10111,1,248.98,-24.93,0.0
2012-01-04,1467,15919,3,160.29,-52.36,0.0
2012-01-04,1467,7347,1,35.62,-17.45,0.0
2012-01-04,1467,7404,1,58.77,-33.48,0.0
2012-01-04,1467,7772,1,191.99,0.0,0.0
2012-01-04,1467,11873,1,35.62,-17.45,0.0
2012-01-04,1467,22619,1,17.81,0.0,0.0
2012-01-04,1467,27133,1,78.01,0.0,0.0
2012-01-04,1467,27904,1,35.26,-24.93,0.0
2012-01-04,1467,28900,1,149.25,-3.56,0.0
2012-01-04,1467,30402,1,284.6,0.0,0.0
2012-01-04,1467,34047,1,88.69,0.0,0.0
2012-01-04,1467,45768,1,35.62,-17.45,0.0
2012-01-04,1467,46274,1,70.88,0.0,0.0
2012-01-04,846,8292,1,43.46,-2.49,0.0
2012-01-04,846,11764,1,71.24,-35.26,0.0
2012-01-04,846,13174,1,35.26,0.0,0.0
2012-01-04,846,15637,2,142.48,-20.66,0.0
2012-01-04,846,15770,1,71.24,-6.77,0.0
2012-01-04,846,20805,1,67.32,-14.25,0.0
2012-01-04,846,21819,1,58.42,-19.59,0.0
2012-01-04,846,22186,1,127.88,0.0,0.0
2012-01-04,846,22280,1,113.63,-14.25,0.0
2012-01-04,846,23007,1,89.05,-53.07,0.0
2012-01-04,846,23901,1,89.05,-67.32,0.0
2012-01-04,846,26059,2,213.01,0.0,0.0
2012-01-04,846,26878,1,142.12,0.0,0.0
2012-01-04,846,28744,1,156.37,0.0,0.0
2012-01-04,846,29474,1,89.05,-67.32,0.0
2012-01-04,846,31513,1,142.12,0.0,0.0
2012-01-04,846,36487,1,71.24,-60.2,0.0
2012-01-04,846,57334,1,71.24,-6.77,0.0
2012-01-04,846,58737,1,106.5,0.0,0.0
2012-01-04,846,59330,1,256.11,0.0,0.0
2012-01-04,651,4534,1,35.26,0.0,0.0
2012-01-04,651,5577,1,71.24,-28.14,0.0
2012-01-04,651,9664,1,78.01,-14.25,0.0
2012-01-04,651,10209,1,106.5,0.0,0.0
2012-01-04,651,14506,1,113.63,-14.25,0.0
2012-01-04,651,15796,1,59.49,-11.4,0.0
2012-01-04,651,17081,1,360.12,-158.51,0.0
2012-01-04,651,20415,1,63.76,0.0,0.0
2012-01-04,651,24603,1,266.79,0.0,0.0
2012-01-04,651,24862,3,53.43,-52.36,0.0
2012-01-04,651,29708,1,78.01,0.0,0.0
2012-01-04,651,31120,1,177.74,0.0,0.0
2012-01-04,651,32641,1,177.74,0.0,0.0
2012-01-04,651,34444,1,113.63,-14.25,0.0
2012-01-04,651,50929,1,142.12,0.0,0.0
2012-01-04,651,52223,1,56.64,0.0,0.0
2012-01-04,651,58350,1,134.29,-43.46,0.0
2012-01-04,1457,12017,1,70.88,0.0,0.0
2012-01-04,1457,13160,1,106.5,-49.87,0.0
2012-01-04,1457,13685,1,45.95,0.0,0.0
2012-01-04,1457,14306,2,213.01,-99.74,0.0
2012-01-04,1457,16415,1,13.18,-11.4,0.0
2012-01-04,1457,20821,1,213.36,-24.93,0.0
2012-01-04,1457,21300,1,89.05,-17.45,0.0
2012-01-04,1457,29733,1,106.5,-49.87,0.0
2012-01-04,1457,31317,1,53.07,0.0,0.0
2012-01-04,1457,31963,1,135.0,0.0,0.0
2012-01-04,1457,33136,1,113.63,0.0,0.0
2012-01-04,1457,33822,1,70.88,0.0,0.0
2012-01-04,86,48861,3,151.38,-66.61,-80.14
2012-01-04,787,5372,1,49.51,0.0,0.0
2012-01-04,787,5798,1,35.62,-17.45,0.0
2012-01-04,787,8613,1,49.51,-28.5,0.0
2012-01-04,787,9063,1,24.58,0.0,0.0
2012-01-04,787,11564,1,53.43,-10.33,0.0
2012-01-04,787,13174,1,35.26,0.0,0.0
2012-01-04,787,16422,1,78.01,0.0,0.0
2012-01-04,787,17503,1,45.95,0.0,0.0
2012-01-04,787,17848,1,215.14,0.0,0.0
2012-01-04,787,18118,1,59.49,-25.65,0.0
2012-01-04,787,21338,1,67.32,0.0,0.0
2012-01-04,787,21813,2,118.97,-72.66,0.0
2012-01-04,787,24260,2,178.1,-34.91,0.0
2012-01-04,787,26735,1,44.52,-19.23,0.0
2012-01-04,787,28047,1,108.28,-40.25,0.0
2012-01-04,787,29502,1,89.05,-6.77,0.0
2012-01-04,787,29941,1,250.05,-200.9,0.0
2012-01-04,787,30130,1,63.76,-42.74,0.0
2012-01-04,787,31095,1,35.62,-21.02,0.0
2012-01-04,787,32869,1,28.14,-10.69,0.0
2012-01-04,787,32969,2,70.53,0.0,0.0
2012-01-04,787,33997,1,89.05,-17.45,0.0
2012-01-04,787,34764,1,71.24,-17.45,0.0
2012-01-04,787,36486,1,35.26,-21.37,0.0
2012-01-04,787,45271,1,71.24,-60.2,0.0
2012-01-04,787,46016,2,28.5,-13.54,0.0
2012-01-04,787,46208,2,28.5,-13.54,0.0
2012-01-04,787,46632,1,15.67,0.0,0.0
2012-01-04,787,50827,1,106.5,-28.5,0.0
2012-01-04,787,58350,1,134.29,-43.46,0.0
2012-01-04,1140,10123,1,188.43,-21.37,0.0
2012-01-04,1140,14989,1,106.5,0.0,0.0
2012-01-04,1140,27466,1,320.22,-71.24,0.0
2012-01-04,1140,30916,1,42.39,-14.25,0.0
2012-01-04,814,8220,1,35.26,-24.93,0.0
2012-01-04,814,22160,4,71.24,0.0,0.0
2012-01-04,814,24547,1,89.05,-67.32,0.0
2012-01-04,814,35607,1,67.32,0.0,0.0
2012-01-04,814,55859,2,70.53,0.0,0.0
2012-01-04,814,9281,2,35.62,0.0,0.0
2012-01-04,814,11995,1,53.07,0.0,0.0
2012-01-04,814,15645,1,49.51,0.0,0.0
2012-01-04,814,17279,1,81.57,0.0,0.0
2012-01-04,814,17442,2,106.86,-49.16,0.0
2012-01-04,814,22160,2,35.62,0.0,0.0
2012-01-04,814,22391,1,70.88,0.0,0.0
2012-01-04,814,29370,1,92.26,-21.37,0.0
2012-01-04,814,31648,1,88.69,0.0,0.0
2012-01-04,814,33420,1,81.57,-24.93,0.0
2012-01-04,816,50648,1,498.32,0.0,0.0
2012-01-04,310,5025,1,89.05,-10.33,0.0
2012-01-04,310,5413,1,124.31,0.0,0.0
2012-01-04,310,9535,1,89.05,-10.33,0.0
2012-01-04,310,10560,1,70.88,0.0,0.0
2012-01-04,310,15220,1,67.32,0.0,0.0
2012-01-04,310,17633,1,280.69,0.0,0.0
2012-01-04,310,19927,1,71.24,-28.14,0.0
2012-01-04,310,20756,1,21.02,-7.12,0.0
2012-01-04,310,23082,1,120.75,0.0,0.0
2012-01-04,310,23270,1,71.24,-35.26,0.0
2012-01-04,310,25086,2,99.02,0.0,0.0
2012-01-04,310,27309,1,71.24,-35.26,0.0
2012-01-04,310,30354,1,106.86,-28.14,0.0
2012-01-04,310,31444,2,178.1,-106.15,0.0
2012-01-04,310,31968,1,102.94,0.0,0.0
2012-01-04,310,33234,1,106.86,-35.26,0.0
2012-01-04,310,36571,1,71.24,-28.14,0.0
2012-01-04,310,45527,1,82.99,-80.5,0.0
2012-01-04,310,49011,1,82.99,-80.5,0.0
2012-01-04,310,54303,1,82.99,-80.5,0.0
2012-01-04,310,58350,1,134.29,-43.46,0.0
2012-01-04,1323,16827,1,35.26,0.0,0.0
2012-01-04,1323,26395,1,48.09,0.0,0.0
2012-01-04,1332,5413,1,88.34,-35.98,0.0
2012-01-04,1332,10856,2,99.02,-42.74,0.0
2012-01-04,1332,15335,1,45.95,-10.69,0.0
2012-01-04,1332,30836,1,248.98,0.0,0.0
2012-01-04,1332,34348,1,31.7,0.0,0.0
2012-01-04,1332,37270,1,71.24,-21.02,0.0
2012-01-04,1332,45527,1,82.99,-80.5,0.0
2012-01-04,1332,45539,1,82.99,-80.5,0.0
2012-01-04,1332,48988,1,82.99,-59.13,0.0
2012-01-04,1332,51832,1,81.57,-14.25,0.0
2012-01-04,1332,59140,1,131.44,0.0,0.0
2012-01-04,1332,59180,1,131.44,0.0,0.0
2012-01-04,1287,17829,1,124.31,0.0,0.0
2012-01-04,1287,22397,1,19.59,0.0,0.0
2012-01-04,1287,49077,3,127.16,-32.06,0.0
2012-01-04,1474,13184,1,142.12,-34.91,0.0
2012-01-04,1474,32347,1,106.5,0.0,0.0
2012-01-04,588,5142,1,78.01,0.0,0.0
2012-01-04,588,8544,1,106.5,0.0,0.0
2012-01-04,588,9236,1,89.05,-10.33,0.0
2012-01-04,588,9649,1,63.76,0.0,0.0
2012-01-04,588,14292,1,95.82,0.0,0.0
2012-01-04,588,23548,1,284.6,0.0,0.0
2012-01-04,588,30771,1,70.88,0.0,0.0
2012-01-04,588,36568,1,113.63,-28.5,0.0
2012-01-04,588,46576,2,35.62,0.0,0.0
2012-01-04,588,52543,1,70.88,0.0,0.0
2012-01-04,588,53521,1,163.5,0.0,0.0
2012-01-04,588,56908,1,35.26,0.0,0.0
2012-01-04,279,22271,1,88.69,0.0,0.0
2012-01-04,279,27033,1,102.59,0.0,0.0
2012-01-04,279,48660,1,142.12,0.0,0.0
2012-01-04,713,4922,1,47.73,-23.15,0.0
2012-01-04,713,7364,10,213.72,-32.06,0.0
2012-01-04,713,17293,1,38.83,0.0,0.0
2012-01-04,713,18228,1,35.62,-6.77,0.0
2012-01-04,713,19632,2,156.02,0.0,0.0
2012-01-04,713,19900,9,106.86,-82.28,0.0
2012-01-04,713,21274,1,36.69,-5.7,0.0
2012-01-04,713,21576,3,133.57,-89.76,0.0
2012-01-04,713,21960,10,71.24,-17.45,0.0
2012-01-04,713,24661,1,45.95,0.0,0.0
2012-01-04,713,34024,3,201.97,0.0,0.0
2012-01-04,713,53511,1,163.5,0.0,0.0
2012-01-03,195,9561,1,47.37,-9.26,0.0
2012-01-03,195,10090,2,106.86,-34.91,0.0
2012-01-03,195,12699,1,47.73,-8.9,0.0
